age_bracket,education_level,income_bracket,gender,geographic_region,urban_rural,industry_sector,job_type,ai_familiarity_score,ai_use_frequency,has_used_ai_on_job,sentiment_toward_ai,perceived_benefit,perceived_risk,adoption_intent,expected_job_impact,concerns,use_cases
55-64,High School or less,50-100k,female,West,suburban,Other,Individual Contributor,6,weekly,FALSE,0.27050680092884677,4.875489246514842,3.3545870655179746,3,positive,regulation,content_generation
18-24,High School or less,50-100k,female,West,urban,Technology,Individual Contributor,7,never,TRUE,0.035065816,3.708196931086449,2.6697752722617096,2,positive,transparency,analytics
35-44,Some college / Associate,25-50k,female,South,suburban,Services,Manager,6,never,FALSE,1.397272172199117,3.393074970565697,5.4424628993682695,3,negative,ethics,augmentation|customer_service
55-64,High School or less,50-100k,male,Northeast,urban,Finance,Manager,9,never,TRUE,1.7756351191083448,4.325795567474258,2.127229743791106,3,positive,ethics,automation|analytics
45-54,Some college / Associate,100-200k,female,Northeast,rural,Healthcare,Individual Contributor,7,never,FALSE,1.3872626922874478,1,2.8736909881803707,4,positive,regulation,automation|content_generation
55-64,Some college / Associate,100-200k,female,Northeast,suburban,Other,Individual Contributor,2,never,FALSE,1.4621145344488715,2.4622539434376343,3.5857453831125365,1,neutral,bias,analytics
55-64,High School or less,100-200k,male,South,urban,Healthcare,Manager,6,never,FALSE,2.1830315090892487,1,4.516398025010838,3,positive,privacy|transparency,augmentation
45-54,High School or less,200k+,female,South,suburban,Retail,Manager,2,never,FALSE,-0.27129048,2.794682129,3.668450678530612,1,positive,transparency|regulation,augmentation
35-44,Some college / Associate,100-200k,male,South,urban,Retail,Individual Contributor,4,never,FALSE,-0.594678549,1.6500175718291858,4.188794225117096,3,negative,privacy|accuracy,automation
35-44,High School or less,25-50k,male,South,suburban,Retail,Individual Contributor,10,daily,FALSE,2.544051909,4.137284092854173,2.684753681664826,4,neutral,privacy|transparency,analytics|agents|content_generation
45-54,Bachelor's,<25k,male,Northeast,rural,Manufacturing,Individual Contributor,4,never,FALSE,1.7636907999286242,2.996806903202988,3.199880465548982,3,negative,privacy|bias,augmentation|content_generation
25-34,Some college / Associate,50-100k,male,South,suburban,Government,Manager,10,never,FALSE,0.3327951102622422,4.690667392597951,4.578192107133287,5,neutral,accuracy|safety|ethics,analytics
65+,Some college / Associate,50-100k,male,Midwest,rural,Government,Clerical/Support,7,never,TRUE,1.659329129795093,3.7795361867395707,2.4527268276927714,6,negative,privacy|bias|accuracy,analytics
55-64,Bachelor's,25-50k,male,Northeast,urban,Services,Skilled Trade,8,never,FALSE,-0.539923282,2.1916712469958153,4.3211537769088135,4,neutral,transparency,agents
35-44,Some college / Associate,<25k,male,West,suburban,Services,Individual Contributor,4,rarely,TRUE,2.0455475378572507,2.246354487137527,5.010054037621023,1,negative,ethics,analytics|agents
45-54,Master's,25-50k,male,South,rural,Finance,Manager,8,never,FALSE,2.5048840655131097,5.313364471363396,3.300440883313416,4,neutral,privacy|transparency|regulation,analytics
25-34,Bachelor's,50-100k,male,Northeast,suburban,Other,Individual Contributor,5,rarely,FALSE,2.561757090546846,2.639503822120821,2.8493100584893893,3,neutral,bias,content_generation
35-44,Some college / Associate,50-100k,female,South,rural,Healthcare,Manager,7,daily,TRUE,0.42093700947846213,4.936468952402672,3.8606325852784398,3,positive,bias,automation
25-34,Master's,25-50k,male,West,urban,Other,Skilled Trade,8,rarely,FALSE,1.4551901433327865,5.437093037478504,1.2544743968165957,3,neutral,accuracy,automation
18-24,High School or less,200k+,female,South,urban,Services,Executive,1,never,FALSE,-1.623630018,1,6.765321002550829,2,neutral,transparency,content_generation
45-54,Bachelor's,100-200k,female,West,urban,Healthcare,Clerical/Support,6,monthly,FALSE,1.698028943674319,3.0277956073716883,4.130318579045404,5,positive,privacy,analytics
55-64,High School or less,200k+,female,Midwest,suburban,Other,Skilled Trade,2,rarely,FALSE,-0.998567739,4.5327577571460385,4.750863910008062,3,positive,job_loss|accuracy,analytics
35-44,High School or less,25-50k,male,South,urban,Manufacturing,Manager,6,daily,FALSE,-0.449104798,3.8021030347654383,4.526393787569782,3,negative,safety,customer_service|agents
65+,High School or less,25-50k,male,West,suburban,Technology,Individual Contributor,3,monthly,FALSE,0.6296892692409441,3.0559522158423764,5.742800481720136,2,positive,accuracy|ethics,customer_service
35-44,Master's,<25k,female,Midwest,urban,Services,Individual Contributor,5,weekly,FALSE,1.4999752163361153,4.060474761756255,4.083444387578977,4,positive,privacy,content_generation
45-54,Some college / Associate,50-100k,female,Northeast,urban,Other,Manager,6,never,FALSE,-0.544117877,3.382765273528583,4.053678197532102,3,positive,accuracy,augmentation
25-34,Doctorate/Prof,50-100k,male,Midwest,urban,Other,Individual Contributor,5,never,FALSE,0.035910223557000076,2.559029933,3.914638104261356,2,neutral,bias,agents
55-64,Master's,100-200k,female,South,urban,Manufacturing,Individual Contributor,7,never,FALSE,0.010626451025508965,4.0067755597424295,5.041471878516502,5,neutral,privacy|bias,analytics
35-44,High School or less,25-50k,male,West,suburban,Other,Clerical/Support,6,daily,FALSE,0.6361060125600846,6.176075912035966,4.313900791727636,3,neutral,bias|accuracy,analytics|content_generation
55-64,Master's,50-100k,female,West,suburban,Other,Manager,7,daily,FALSE,-0.806047498,5.251156146,3.6689491488039154,4,negative,job_loss,automation|analytics
55-64,Bachelor's,50-100k,female,South,rural,Services,Manager,6,never,FALSE,-1.332964746,3.5951601495139607,4.900303515810787,4,positive,privacy,automation|customer_service|analytics
18-24,Master's,200k+,female,Northeast,suburban,Government,Individual Contributor,7,never,FALSE,2.685299042506605,1,2.065327182559373,3,negative,job_loss|accuracy,analytics
18-24,Master's,25-50k,male,West,suburban,Technology,Individual Contributor,5,daily,FALSE,0.9192903166764146,3.0402609991131806,4.209606831776365,2,neutral,safety,hiring
25-34,High School or less,100-200k,male,South,urban,Services,Individual Contributor,4,never,FALSE,0.7098906292962436,1.3227636111041736,4.480051599232946,3,positive,job_loss,augmentation
55-64,High School or less,50-100k,male,Midwest,urban,Services,Manager,8,rarely,FALSE,0.17635886346491403,5.892712042921762,3.4818036924792977,4,negative,privacy,automation
25-34,Bachelor's,25-50k,female,South,suburban,Other,Individual Contributor,5,never,FALSE,1.9103134806534652,3.267184442670308,3.7043083717654097,3,negative,bias,augmentation
45-54,High School or less,25-50k,male,West,suburban,Services,Manager,8,rarely,FALSE,-0.942655738,3.7872626637807763,3.766211458846467,6,positive,transparency,automation
35-44,Some college / Associate,25-50k,male,Northeast,suburban,Manufacturing,Individual Contributor,5,never,FALSE,-0.795428865,2.640772635840439,4.433166002147098,3,negative,transparency|regulation,augmentation|content_generation
55-64,High School or less,50-100k,female,South,rural,Services,Individual Contributor,5,never,FALSE,-0.197445306,3.6138111381104463,4.157069088156592,4,positive,privacy|transparency,analytics
45-54,Bachelor's,<25k,female,South,rural,Finance,Individual Contributor,10,never,TRUE,1.4286739664976185,5.768436374926467,4.055429328322414,7,positive,privacy|transparency|ethics,augmentation
45-54,High School or less,50-100k,male,Northeast,suburban,Other,Executive,8,never,FALSE,2.047810286785655,5.088310448656289,3.0212019365515763,4,negative,bias,automation
35-44,High School or less,<25k,male,South,suburban,Healthcare,Individual Contributor,9,rarely,FALSE,2.259132647949048,4.573138488374414,5.121844107679531,4,positive,privacy,automation
18-24,Some college / Associate,<25k,male,South,urban,Technology,Individual Contributor,2,never,TRUE,0.8073777690654549,1.978978342181847,3.2088168786317235,3,positive,job_loss,analytics
45-54,High School or less,50-100k,male,South,urban,Finance,Individual Contributor,2,never,FALSE,-0.099977718,3.1485708044956318,2.9947252511299087,2,negative,regulation,customer_service
25-34,Master's,50-100k,male,Northeast,rural,Government,Manager,6,never,FALSE,2.4329008961361183,2.469529212102881,5.129555904782685,4,neutral,job_loss,content_generation
35-44,Master's,50-100k,female,South,suburban,Retail,Individual Contributor,6,never,FALSE,-0.031887975,4.676633658993835,4.5229470665960925,4,negative,job_loss,analytics
55-64,High School or less,<25k,female,Midwest,suburban,Manufacturing,Individual Contributor,6,rarely,FALSE,1.9837593050922708,4.371804210610367,5.3558371832276395,4,positive,transparency,augmentation|agents
55-64,Bachelor's,<25k,male,Northeast,urban,Retail,Individual Contributor,6,weekly,FALSE,1.0700574929449183,4.605338515888329,4.740415983618817,2,positive,accuracy,customer_service
65+,Bachelor's,25-50k,male,South,suburban,Technology,Individual Contributor,8,never,FALSE,2.2084372201089684,5.147408948020206,3.0158097794300636,4,negative,regulation,content_generation
25-34,Some college / Associate,25-50k,male,Northeast,rural,Services,Individual Contributor,5,daily,FALSE,0.8782764660654929,2.4168325974537974,2.5251063189526386,5,neutral,accuracy,analytics|agents
65+,Bachelor's,<25k,female,South,rural,Technology,Manager,5,never,TRUE,1.9806580232013065,1,3.755212657674769,3,positive,safety,augmentation|customer_service|automation
45-54,High School or less,200k+,male,Midwest,suburban,Healthcare,Individual Contributor,7,never,FALSE,0.765746337,1.8032670809860418,4.122962726384641,1,negative,transparency|ethics,augmentation
35-44,High School or less,50-100k,male,South,suburban,Services,Skilled Trade,10,never,FALSE,2.129804712246882,3.3599704499466916,3.505906974743079,5,positive,transparency,analytics
25-34,High School or less,25-50k,male,South,urban,Other,Individual Contributor,4,daily,TRUE,-0.095340584,1.7941944436374868,2.8678613446843846,1,neutral,accuracy|transparency,augmentation
55-64,High School or less,100-200k,female,Midwest,urban,Other,Individual Contributor,4,rarely,FALSE,0.4296097125733702,4.206898346547885,4.419064875,2,positive,accuracy,augmentation|customer_service
25-34,Bachelor's,100-200k,female,South,rural,Other,Executive,7,never,FALSE,-0.800188333,3.421122936407848,3.431894264256119,3,negative,accuracy,customer_service
35-44,Master's,25-50k,female,South,suburban,Technology,Clerical/Support,5,rarely,TRUE,1.2396467099291444,3.105735742086212,3.7307013523337877,1,positive,job_loss,analytics
25-34,Doctorate/Prof,<25k,male,Midwest,urban,Education,Individual Contributor,4,never,FALSE,0.29899084203191173,2.9986495716585986,3.970587210447516,3,neutral,safety,content_generation
18-24,High School or less,25-50k,male,West,urban,Manufacturing,Individual Contributor,0,never,FALSE,-1.500659583,2.832372964115571,2.9864234979536652,2,positive,safety|regulation,analytics
55-64,Some college / Associate,25-50k,male,Midwest,urban,Manufacturing,Individual Contributor,9,never,FALSE,1.928215100770875,3.9934371952651397,4.681898601947993,5,negative,job_loss,analytics
18-24,Some college / Associate,25-50k,female,West,urban,Services,Manager,7,never,TRUE,0.5002324102918648,6.485749155,3.989079126656166,5,positive,privacy,customer_service
25-34,Bachelor's,50-100k,female,West,urban,Healthcare,Individual Contributor,8,rarely,FALSE,3.1775520035996188,4.357522240642869,4.048149454227993,3,positive,job_loss,automation|augmentation
18-24,Bachelor's,100-200k,male,South,rural,Services,Manager,4,never,FALSE,0.23116898834952576,2.1491468811596834,3.6082707928684035,2,positive,job_loss,augmentation
65+,High School or less,25-50k,male,West,suburban,Healthcare,Individual Contributor,4,never,FALSE,3.2452422744769227,1.331301418932848,3.484714695927199,4,positive,privacy|bias,augmentation
25-34,Bachelor's,<25k,male,South,urban,Government,Individual Contributor,5,weekly,FALSE,2.688954540577101,2.2106177085255774,3.8731038175078614,3,positive,accuracy,analytics
25-34,High School or less,200k+,female,Northeast,urban,Education,Individual Contributor,7,rarely,FALSE,1.0202726905333988,3.705304378,3.6361536330816553,3,neutral,accuracy,content_generation
35-44,Some college / Associate,<25k,nonbinary,South,urban,Manufacturing,Individual Contributor,3,never,FALSE,0.3693371645135568,3.187339835722912,4.842283522758154,3,positive,safety|ethics,automation
35-44,Some college / Associate,50-100k,female,South,suburban,Finance,Individual Contributor,0,never,TRUE,-1.485198429,3.253209635638263,4.0411422766202065,2,positive,bias|regulation,analytics
18-24,High School or less,25-50k,female,Northeast,urban,Healthcare,Individual Contributor,5,never,TRUE,-1.624364449,3.072753386697132,5.566366594036035,3,negative,transparency,analytics
45-54,Some college / Associate,100-200k,female,South,urban,Services,Individual Contributor,6,rarely,FALSE,0.4815384072410964,4.188814546384515,4.113968159603994,3,neutral,safety,customer_service
18-24,Bachelor's,25-50k,male,South,urban,Manufacturing,Manager,3,monthly,FALSE,1.7331350410233464,3.207955400082283,3.171559971,3,negative,job_loss,augmentation|analytics
45-54,Master's,200k+,female,West,suburban,Other,Skilled Trade,3,never,FALSE,-0.634025438,3.3116333866015726,3.4753396276685926,2,negative,transparency,content_generation
25-34,Some college / Associate,25-50k,male,West,suburban,Finance,Individual Contributor,7,never,FALSE,1.2977160241493346,3.3343627943818044,3.930092611420249,4,positive,job_loss|privacy|regulation,automation|augmentation|customer_service
25-34,Master's,25-50k,female,Northeast,urban,Services,Clerical/Support,5,never,FALSE,-0.535224979,2.887718217007648,3.518070236218735,5,neutral,privacy|bias|accuracy,customer_service
65+,Some college / Associate,25-50k,male,South,urban,Other,Individual Contributor,7,monthly,FALSE,2.113093804,1.9447202478477839,4.226355178,2,positive,job_loss|regulation,analytics
45-54,High School or less,50-100k,female,Midwest,suburban,Manufacturing,Individual Contributor,5,rarely,FALSE,0.30277793419736587,1.9124745181212635,5.991649096506481,2,negative,transparency|ethics,analytics
45-54,High School or less,100-200k,male,South,rural,Technology,Individual Contributor,9,rarely,FALSE,0.26213092137878347,3.483466329092138,4.846426748908991,4,neutral,ethics,augmentation|analytics
55-64,High School or less,50-100k,female,West,rural,Healthcare,Individual Contributor,5,never,FALSE,1.525089424370258,1.310841855670942,3.653839363559607,4,negative,privacy|accuracy,customer_service
65+,Master's,<25k,male,South,suburban,Other,Clerical/Support,5,never,FALSE,-2.207941439,2.611500758557984,4.000626708918584,3,neutral,privacy,analytics
18-24,Some college / Associate,25-50k,male,West,urban,Finance,Executive,6,never,FALSE,0.5847246306128058,2.5780999678917422,5.562936326,4,neutral,privacy|regulation,automation|analytics
35-44,High School or less,25-50k,male,West,urban,Other,Skilled Trade,6,rarely,FALSE,2.660801036470853,3.5152725779256553,2.807571239212006,4,positive,job_loss|privacy|regulation,analytics
45-54,Bachelor's,25-50k,male,South,rural,Technology,Individual Contributor,5,never,TRUE,0.3187486134742582,1.9267203457570383,4.716617467459687,2,negative,job_loss|privacy,analytics
35-44,Some college / Associate,<25k,male,West,urban,Services,Individual Contributor,6,never,FALSE,0.19393830150770253,3.0620469914177364,4.339926241706822,4,positive,privacy,automation|analytics
55-64,High School or less,<25k,female,Northeast,urban,Finance,Individual Contributor,5,never,TRUE,1.4960671593675527,4.388572922989418,4.713980222,2,negative,ethics,automation|analytics
